É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/10/18 19:00:00,28.0,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2,8,1,81,8,1
2024/10/18 20:00:00,27.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2,8,1,83,8,1
2024/10/18 21:00:00,27.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2,8,1,82,8,1
2024/10/18 22:00:00,27.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2,8,1,82,8,1
2024/10/18 23:00:00,27.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.2,8,ìåìÏìå,8,1,2,8,1,83,8,1
2024/10/19 00:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìåìÏìå,8,1,2,8,1,82,8,1
2024/10/19 1:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ìåìÏìå,8,1,2,8,1,83,8,1
2024/10/19 2:00:00,27.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ìåìÏìå,8,1,2,8,1,85,8,1
2024/10/19 3:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ìåìÏìå,8,1,2,8,1,86,8,1
2024/10/19 4:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ìåìÏìå,8,1,2,8,1,86,8,1
2024/10/19 5:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ìåìÏìå,8,1,2,8,1,84,8,1
2024/10/19 6:00:00,25.7,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,1.3,8,ñkìå,8,1,2,8,1,90,8,1
2024/10/19 7:00:00,25.7,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,1.2,8,ìåñkìå,8,1,2,8,1,91,8,1
2024/10/19 8:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0.29,8,1,,0,1,1.5,8,ìåñkìå,8,1,2,8,1,86,8,1
2024/10/19 9:00:00,28.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.85,8,1,,0,1,3.7,8,ìå,8,1,2,8,1,80,8,1
2024/10/19 10:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,1.49,8,1,,0,1,3.8,8,ìåìÏìå,8,1,2,8,1,73,8,1
2024/10/19 11:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,2.34,8,1,,0,1,2.6,8,ñkìå,8,1,2,8,1,67,8,1
2024/10/19 12:00:00,30.7,8,1,0,1,8,1,,,0,1,,,0,1,2.79,8,1,,0,1,3.0,8,ìåñkìå,8,1,2,8,1,62,8,1
2024/10/19 13:00:00,31.1,8,1,0,1,8,1,,,0,1,,,0,1,2.95,8,1,,0,1,3.9,8,ìåìÏìå,8,1,2,8,1,64,8,1
2024/10/19 14:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,2.37,8,1,,0,1,2.6,8,ìå,8,1,2,8,1,63,8,1
2024/10/19 15:00:00,29.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.01,8,1,,0,1,4.8,8,ñk,8,1,2,8,1,76,8,1
2024/10/19 16:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0.65,8,1,,0,1,4.7,8,ñk,8,1,4,8,1,76,8,1
2024/10/19 17:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0.77,8,1,,0,1,4.0,8,ñkñkìå,8,1,2,8,1,70,8,1
2024/10/19 18:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.23,8,1,,0,1,3.1,8,ìåñkìå,8,1,2,8,1,76,8,1
2024/10/19 19:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.1,8,ìåñkìå,8,1,2,8,1,79,8,1
2024/10/19 20:00:00,28.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.6,8,ñkñkìå,8,1,2,8,1,78,8,1
2024/10/19 21:00:00,28.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.6,8,ñkìå,8,1,2,8,1,80,8,1
2024/10/19 22:00:00,28.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ñkìå,8,1,2,8,1,80,8,1
2024/10/19 23:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,ñkìå,8,1,2,8,1,82,8,1
2024/10/20 00:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,79,8,1
2024/10/20 1:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ñkìå,8,1,2,8,1,77,8,1
2024/10/20 2:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ñkñkìå,8,1,2,8,1,79,8,1
2024/10/20 3:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.9,8,ñkñkìå,8,1,2,8,1,80,8,1
2024/10/20 4:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkìå,8,1,2,8,1,81,8,1
2024/10/20 5:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkñkìå,8,1,2,8,1,82,8,1
2024/10/20 6:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.4,8,ñkñkìå,8,1,2,8,1,84,8,1
2024/10/20 7:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,3.6,8,ñkñkìå,8,1,2,8,1,84,8,1
2024/10/20 8:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0.56,8,1,,0,1,3.5,8,ñkìå,8,1,2,8,1,80,8,1
2024/10/20 9:00:00,28.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.25,8,1,,0,1,3.8,8,ñkñkìå,8,1,2,8,1,78,8,1
2024/10/20 10:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,1.13,8,1,,0,1,4.7,8,ñkñkìå,8,1,2,8,1,76,8,1
2024/10/20 11:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,1.39,8,1,,0,1,4.9,8,ñkñkìå,8,1,2,8,1,73,8,1
2024/10/20 12:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,1.31,8,1,,0,1,6.1,8,ñk,8,1,2,8,1,74,8,1
2024/10/20 13:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,1.17,8,1,,0,1,6.2,8,ñkñkìå,8,1,10,8,1,76,8,1
2024/10/20 14:00:00,29.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.90,8,1,,0,1,5.9,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/10/20 15:00:00,29.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.62,8,1,,0,1,3.9,8,ñkìå,8,1,4,8,1,74,8,1
2024/10/20 16:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0.87,8,1,,0,1,5.5,8,ñkìå,8,1,2,8,1,71,8,1
2024/10/20 17:00:00,28.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.31,8,1,,0,1,5.2,8,ñkìå,8,1,10,8,1,80,8,1
2024/10/20 18:00:00,26.6,8,1,3.0,0,8,1,,,0,1,,,0,1,0.07,8,1,,0,1,5.6,8,ñkñkìå,8,1,10,8,1,89,8,1
2024/10/20 19:00:00,27.1,8,1,2.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.8,8,ñkìå,8,1,2,8,1,85,8,1
2024/10/20 20:00:00,27.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkìå,8,1,2,8,1,84,8,1
2024/10/20 21:00:00,26.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.2,8,ñkìå,8,1,2,8,1,84,8,1
2024/10/20 22:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,2,8,1,84,8,1
2024/10/20 23:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ñkñkìå,8,1,2,8,1,84,8,1
2024/10/21 00:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,2,8,1,85,8,1
2024/10/21 1:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,2,8,1,85,8,1
2024/10/21 2:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ñkìå,8,1,2,8,1,84,8,1
2024/10/21 3:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkñkìå,8,1,2,8,1,87,8,1
2024/10/21 4:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkñkìå,8,1,2,8,1,89,8,1
2024/10/21 5:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,89,8,1
2024/10/21 6:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.8,8,ñkñkìå,8,1,2,8,1,87,8,1
2024/10/21 7:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,3.2,8,ñkñkìå,8,1,2,8,1,88,8,1
2024/10/21 8:00:00,27.2,8,1,0,1,8,1,,,0,1,,,0,1,0.54,8,1,,0,1,2.9,8,ñkìå,8,1,2,8,1,84,8,1
2024/10/21 9:00:00,28.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.28,8,1,,0,1,2.6,8,ñkìå,8,1,2,8,1,77,8,1
2024/10/21 10:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,2.20,8,1,,0,1,4.4,8,ìå,8,1,2,8,1,71,8,1
2024/10/21 11:00:00,30.3,8,1,0,1,8,1,,,0,1,,,0,1,2.28,8,1,,0,1,4.5,8,ìå,8,1,2,8,1,68,8,1
2024/10/21 12:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,2.52,8,1,,0,1,4.3,8,ìåñkìå,8,1,2,8,1,69,8,1
2024/10/21 13:00:00,29.3,8,1,0.0,0,8,1,,,0,1,,,0,1,1.82,8,1,,0,1,4.8,8,ìåñkìå,8,1,10,8,1,75,8,1
2024/10/21 14:00:00,30.2,8,1,0.0,0,8,1,,,0,1,,,0,1,2.23,8,1,,0,1,5.4,8,ìå,8,1,10,8,1,73,8,1
2024/10/21 15:00:00,30.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.22,8,1,,0,1,4.9,8,ìå,8,1,2,8,1,71,8,1
2024/10/21 16:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,1.66,8,1,,0,1,6.1,8,ìå,8,1,2,8,1,71,8,1
2024/10/21 17:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0.93,8,1,,0,1,5.3,8,ìå,8,1,2,8,1,75,8,1
2024/10/21 18:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,0.18,8,1,,0,1,3.8,8,ìåñkìå,8,1,2,8,1,78,8,1
2024/10/21 19:00:00,28.3,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.1,8,ìåñkìå,8,1,2,8,1,78,8,1
2024/10/21 20:00:00,28.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìåñkìå,8,1,2,8,1,79,8,1
2024/10/21 21:00:00,28.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.8,8,ìåñkìå,8,1,2,8,1,79,8,1
2024/10/21 22:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìåñkìå,8,1,2,8,1,80,8,1
2024/10/21 23:00:00,27.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ìåñkìå,8,1,2,8,1,81,8,1
2024/10/22 00:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìå,8,1,2,8,1,82,8,1
2024/10/22 1:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìåñkìå,8,1,2,8,1,81,8,1
2024/10/22 2:00:00,27.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìåñkìå,8,1,2,8,1,82,8,1
2024/10/22 3:00:00,27.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ìåñkìå,8,1,2,8,1,83,8,1
2024/10/22 4:00:00,27.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìåñkìå,8,1,2,8,1,85,8,1
2024/10/22 5:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ìåñkìå,8,1,2,8,1,84,8,1
2024/10/22 6:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,ìå,8,1,2,8,1,81,8,1
2024/10/22 7:00:00,27.4,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,4.2,8,ìå,8,1,2,8,1,82,8,1
2024/10/22 8:00:00,28.4,8,1,0,1,8,1,,,0,1,,,0,1,0.35,8,1,,0,1,4.9,8,ìå,8,1,2,8,1,80,8,1
2024/10/22 9:00:00,29.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.91,8,1,,0,1,5.5,8,ìåñkìå,8,1,2,8,1,76,8,1
2024/10/22 10:00:00,30.1,8,1,0.0,0,8,1,,,0,1,,,0,1,1.77,8,1,,0,1,5.4,8,ìå,8,1,2,8,1,73,8,1
2024/10/22 11:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,2.60,8,1,,0,1,6.3,8,ìå,8,1,2,8,1,69,8,1
2024/10/22 12:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,2.60,8,1,,0,1,6.3,8,ìå,8,1,2,8,1,68,8,1
2024/10/22 13:00:00,30.2,8,1,0.0,0,8,1,,,0,1,,,0,1,2.50,8,1,,0,1,6.2,8,ìåñkìå,8,1,10,8,1,71,8,1
2024/10/22 14:00:00,30.7,8,1,0.0,0,8,1,,,0,1,,,0,1,2.40,8,1,,0,1,5.1,8,ìå,8,1,2,8,1,70,8,1
2024/10/22 15:00:00,30.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.44,8,1,,0,1,5.7,8,ìå,8,1,2,8,1,70,8,1
2024/10/22 16:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,1.20,8,1,,0,1,5.9,8,ìåñkìå,8,1,2,8,1,72,8,1
2024/10/22 17:00:00,28.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.52,8,1,,0,1,4.0,8,ìå,8,1,2,8,1,75,8,1
2024/10/22 18:00:00,28.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,4.1,8,ìåñkìå,8,1,2,8,1,82,8,1
2024/10/22 19:00:00,28.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.7,8,ìåñkìå,8,1,2,8,1,81,8,1
2024/10/22 20:00:00,28.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ìåñkìå,8,1,10,8,1,81,8,1
2024/10/22 21:00:00,28.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.0,8,ñkìå,8,1,2,8,1,80,8,1
2024/10/22 22:00:00,27.4,8,1,1.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ñkìå,8,1,2,8,1,85,8,1
2024/10/22 23:00:00,27.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìåñkìå,8,1,2,8,1,84,8,1
2024/10/23 00:00:00,27.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,83,8,1
2024/10/23 1:00:00,26.6,8,1,1.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ìåñkìå,8,1,10,8,1,91,8,1
2024/10/23 2:00:00,26.8,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkìå,8,1,10,8,1,87,8,1
2024/10/23 3:00:00,26.5,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,89,8,1
2024/10/23 4:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.9,8,ìåñkìå,8,1,2,8,1,86,8,1
2024/10/23 5:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìåñkìå,8,1,2,8,1,84,8,1
2024/10/23 6:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ìåñkìå,8,1,2,8,1,84,8,1
2024/10/23 7:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,84,8,1
2024/10/23 8:00:00,27.6,8,1,0,1,8,1,,,0,1,,,0,1,0.29,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,82,8,1
2024/10/23 9:00:00,28.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.14,8,1,,0,1,4.3,8,ñkìå,8,1,2,8,1,76,8,1
2024/10/23 10:00:00,29.1,8,1,1.0,0,8,1,,,0,1,,,0,1,1.24,8,1,,0,1,5.2,8,ìåñkìå,8,1,4,8,1,77,8,1
2024/10/23 11:00:00,28.7,8,1,0.0,0,8,1,,,0,1,,,0,1,1.32,8,1,,0,1,5.3,8,ìåñkìå,8,1,4,8,1,75,8,1
2024/10/23 12:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,2.15,8,1,,0,1,4.4,8,ìåñkìå,8,1,4,8,1,70,8,1
2024/10/23 13:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,2.40,8,1,,0,1,5.8,8,ñkìå,8,1,4,8,1,64,8,1
2024/10/23 14:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,1.53,8,1,,0,1,6.7,8,ñkìå,8,1,4,8,1,68,8,1
2024/10/23 15:00:00,29.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.32,8,1,,0,1,6.5,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/10/23 16:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0.93,8,1,,0,1,6.9,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/10/23 17:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0.35,8,1,,0,1,6.4,8,ñkñkìå,8,1,4,8,1,77,8,1
2024/10/23 18:00:00,27.4,8,1,0,1,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,7.9,8,ñkñkìå,8,1,4,8,1,79,8,1
2024/10/23 19:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.0,8,ñkñkìå,8,1,4,8,1,78,8,1
2024/10/23 20:00:00,27.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.0,8,ñkñkìå,8,1,10,8,1,79,8,1
2024/10/23 21:00:00,26.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,7.5,8,ñkìå,8,1,10,8,1,86,8,1
2024/10/23 22:00:00,25.8,8,1,4.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.3,8,ñkìå,8,1,10,8,1,89,8,1
2024/10/23 23:00:00,25.5,8,1,5.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.9,8,ñkìå,8,1,10,8,1,91,8,1
2024/10/24 00:00:00,26.0,8,1,2.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,8.3,8,ñkìå,8,1,10,8,1,92,8,1
2024/10/24 1:00:00,25.6,8,1,6.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.8,8,ñkìå,8,1,15,8,1,94,8,1
2024/10/24 2:00:00,25.4,8,1,24.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.8,8,ñkñkìå,8,1,10,8,1,96,8,1
2024/10/24 3:00:00,25.4,8,1,46.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,ìåñkìå,8,1,10,8,1,96,8,1
2024/10/24 4:00:00,24.7,8,1,12.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,10,8,1,95,8,1
2024/10/24 5:00:00,24.9,8,1,12.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ìåñkìå,8,1,10,8,1,97,8,1
2024/10/24 6:00:00,24.8,8,1,13.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.9,8,ìå,8,1,10,8,1,96,8,1
2024/10/24 7:00:00,25.0,8,1,15.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.3,8,ñkêº,8,1,10,8,1,97,8,1
2024/10/24 8:00:00,24.2,8,1,19.0,0,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,4.8,8,ìåìÏìå,8,1,10,8,1,92,8,1
2024/10/24 9:00:00,24.8,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,0.06,8,1,,0,1,2.2,8,ñkìå,8,1,10,8,1,95,8,1
2024/10/24 10:00:00,25.3,8,1,3.0,0,8,1,,,0,1,,,0,1,0.26,8,1,,0,1,1.8,8,ñk,8,1,10,8,1,95,8,1
2024/10/24 11:00:00,25.5,8,1,2.0,0,8,1,,,0,1,,,0,1,0.41,8,1,,0,1,1.8,8,ñkñkìå,8,1,10,8,1,95,8,1
2024/10/24 12:00:00,25.9,8,1,1.5,0,8,1,,,0,1,,,0,1,0.42,8,1,,0,1,1.8,8,ñkìå,8,1,10,8,1,96,8,1
2024/10/24 13:00:00,26.3,8,1,2.5,0,8,1,,,0,1,,,0,1,0.49,8,1,,0,1,2.3,8,ìåñkìå,8,1,10,8,1,95,8,1
2024/10/24 14:00:00,25.8,8,1,10.5,0,8,1,,,0,1,,,0,1,0.38,8,1,,0,1,2.9,8,ñkñkìå,8,1,10,8,1,95,8,1
2024/10/24 15:00:00,26.3,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,0.41,8,1,,0,1,2.4,8,ñkìå,8,1,10,8,1,94,8,1
2024/10/24 16:00:00,26.2,8,1,0.5,0,8,1,,,0,1,,,0,1,0.22,8,1,,0,1,3.4,8,ìåñkìå,8,1,10,8,1,94,8,1
2024/10/24 17:00:00,25.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0.11,8,1,,0,1,3.7,8,ìå,8,1,10,8,1,94,8,1
2024/10/24 18:00:00,25.8,8,1,0.0,0,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,4.5,8,ìå,8,1,10,8,1,95,8,1
2024/10/24 19:00:00,25.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.5,8,ìå,8,1,4,8,1,94,8,1
2024/10/24 20:00:00,25.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.7,8,ìå,8,1,4,8,1,94,8,1
2024/10/24 21:00:00,25.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.8,8,ìå,8,1,10,8,1,95,8,1
2024/10/24 22:00:00,26.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ìå,8,1,4,8,1,94,8,1
2024/10/24 23:00:00,26.0,8,1,1.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.0,8,ìåìÏìå,8,1,10,8,1,95,8,1
2024/10/25 00:00:00,24.0,8,1,1.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,13.6,8,ìåìÏìå,8,1,10,8,1,92,8,1
2024/10/25 1:00:00,24.9,8,1,1.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.7,8,ìåìÏìå,8,1,10,8,1,90,8,1
2024/10/25 2:00:00,24.7,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,8.7,8,ìåìÏìå,8,1,4,8,1,81,8,1
2024/10/25 3:00:00,26.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,8.5,8,ìåìÏìå,8,1,10,8,1,83,8,1
2024/10/25 4:00:00,27.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,ìåìÏìå,8,1,4,8,1,83,8,1
2024/10/25 5:00:00,25.3,8,1,1.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,9.5,8,ìÏìå,8,1,10,8,1,88,8,1
2024/10/25 6:00:00,26.3,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ìÏìå,8,1,4,8,1,74,8,1
2024/10/25 7:00:00,26.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,5.8,8,ìÏìå,8,1,4,8,1,65,8,1
2024/10/25 8:00:00,26.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0.05,8,1,,0,1,5.3,8,ìÏìå,8,1,10,8,1,87,8,1
2024/10/25 9:00:00,26.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,0.15,8,1,,0,1,4.8,8,ìåìÏìå,8,1,10,8,1,90,8,1
2024/10/25 10:00:00,27.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0.41,8,1,,0,1,6.1,8,ìåìÏìå,8,1,10,8,1,86,8,1
2024/10/25 11:00:00,28.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.76,8,1,,0,1,6.6,8,ìåìÏìå,8,1,4,8,1,83,8,1
2024/10/25 12:00:00,28.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.83,8,1,,0,1,6.1,8,ìåìÏìå,8,1,10,8,1,82,8,1
2024/10/25 13:00:00,28.8,8,1,0.0,0,8,1,,,0,1,,,0,1,1.20,8,1,,0,1,5.7,8,ìåìÏìå,8,1,4,8,1,80,8,1
2024/10/25 14:00:00,28.4,8,1,0,1,8,1,,,0,1,,,0,1,0.85,8,1,,0,1,6.6,8,ìåìÏìå,8,1,4,8,1,79,8,1
